ID,Credit Given,Gender,Education,Marital Status,Age,Pay Stat M1,Bill Amt M1,Amt Paid M1,Pay Stat M2,Bill Amt M2,Amt Paid M2,Pay Stat M3,Bill Amt M3,Amt Paid M3,Default Next Month
CC-1480,280000,Male,Graduate School,Never Married,31,0,2067,6657,-1,6624,1496,-1,1489,2244,No
CC-1481,500000,Male,University,Married,40,-1,6288,178460,-1,166251,5506,0,162785,6205,No
CC-1483,340000,Female,University,Married,36,0,129891,3548,0,113919,4535,0,106675,4127,No
CC-1484,360000,Male,Graduate School,Never Married,32,-1,5316,2265,-1,2265,6594,-1,6594,2974,No
CC-1485,70000,Female,Graduate School,Never Married,22,0,29766,960,0,26522,1500,0,27584,1000,No
CC-1486,20000,Female,University,Others,44,>3,2400,0,>3,2400,0,>3,1800,0,Yes
CC-1487,230000,Male,Graduate School,Never Married,32,0,38426,5000,0,42500,5000,0,43531,5000,No
CC-1488,60000,Male,University,Married,41,0,19544,8,0,11989,9381,-1,9079,1156,No
CC-1489,50000,Male,Graduate School,Never Married,28,0,49447,2000,0,44067,2000,0,44760,2000,Yes
CC-1490,50000,Female,Graduate School,Never Married,29,2,13922,0,2,13556,1200,2,14528,0,Yes
CC-1491,130000,Female,Others,Never Married,28,0,37878,3000,0,39489,3000,0,41833,2000,No
CC-1492,160000,Male,High School,Never Married,52,0,72814,2503,0,66825,2310,0,63419,2200,No
CC-1493,60000,Female,High School,Never Married,48,0,37988,1500,0,38725,1600,0,39685,1000,No
CC-1494,160000,Male,University,Never Married,43,0,20860,0,0,0,780,-1,780,0,No
CC-1495,180000,Female,Graduate School,Never Married,25,0,8430,92925,-1,92925,5000,0,88283,5000,No
CC-1496,170000,Male,University,Married,36,0,37938,0,0,25292,0,0,12646,173869,No
CC-1497,360000,Female,University,Never Married,35,0,319960,10004,0,260944,7506,0,202686,19721,Yes
CC-1498,130000,Female,University,Married,34,2,63800,2670,0,65312,1342,0,37838,1815,No
CC-1499,180000,Female,University,Never Married,48,-1,5283,1660,-1,1660,6671,-1,6671,493,No
CC-1500,20000,Male,Graduate School,Never Married,27,-1,9040,0,0,9040,0,0,0,17291,No
CC-1501,230000,Female,University,Married,43,0,8729,2816,0,10816,5893,0,15893,5977,No
CC-1504,50000,Male,High School,Married,54,-1,1261,17147,-1,17147,1000,0,16609,1000,No
CC-1505,310000,Female,University,Married,39,0,8894,283,0,7418,7482,0,12154,2473,No
CC-1506,350000,Male,Graduate School,Married,70,0,57583,1300,0,45554,1500,0,37063,1372,No
CC-1507,50000,Female,Graduate School,Never Married,24,-1,696,910,-1,800,341,-1,341,210,No
CC-1508,200000,Female,University,Married,30,0,65428,392,0,65820,2859,0,2859,1250,No
CC-1509,480000,Male,High School,Never Married,53,0,383821,15098,0,369920,14155,0,699944,20306,No
CC-1510,180000,Female,Graduate School,Married,27,2,58244,0,2,56041,2500,0,50816,1092,Yes
CC-1511,200000,Female,University,Never Married,33,0,165713,6000,0,168199,5838,0,160769,5900,No
CC-1512,20000,Male,High School,Married,34,0,18125,672,0,18507,864,0,19063,1506,No
CC-1513,50000,Male,University,Never Married,48,-1,18354,1000,0,19118,1000,0,19404,1000,No
CC-1514,210000,Female,High School,Never Married,33,-1,4056,565,-1,565,960,-1,960,1958,Yes
CC-1515,20000,Female,University,Never Married,24,0,20001,600,0,16448,600,0,16774,622,No
CC-1517,50000,Female,University,Never Married,25,-1,438,43367,-1,43367,1800,2,44305,0,No
CC-1518,190000,Male,High School,Married,49,2,180312,8700,2,185910,9300,2,191895,9500,Yes
CC-1519,290000,Female,Graduate School,Never Married,27,0,267412,10000,2,273095,9701,2,278260,0,No
CC-1520,420000,Male,University,Married,39,0,122851,5000,0,126007,5000,0,129144,4700,No
CC-1521,340000,Female,University,Never Married,36,0,21205,5000,0,19810,3000,0,13586,1000,No
CC-1522,60000,Male,University,Never Married,40,>3,10320,0,3,9865,500,2,10055,0,No
CC-1523,90000,Female,Graduate School,Never Married,27,0,61221,2600,0,62636,3000,0,54261,1500,No
CC-1524,30000,Female,Graduate School,Never Married,27,2,29862,900,2,43148,3776,2,30603,0,Yes
CC-1526,20000,Male,University,Never Married,35,2,13398,0,2,13040,1702,2,14518,200,No
CC-1527,90000,Female,University,Married,25,0,68186,3000,0,69011,2600,0,70341,3000,Yes
CC-1528,120000,Male,Graduate School,Never Married,27,0,20502,1000,0,19030,1000,0,15119,1000,No
CC-1530,360000,Female,University,Married,50,-1,1560,0,-1,0,275,-1,275,0,No
CC-1532,320000,Female,Graduate School,Married,34,-1,14685,7511,-1,7511,6722,-1,6722,10000,No
CC-1533,20000,Male,University,Never Married,25,2,22033,0,>3,21109,0,3,20474,0,No
CC-1534,230000,Female,Graduate School,Never Married,29,0,66645,2300,0,67865,2500,0,69231,2300,No
CC-1535,50000,Male,High School,Married,44,0,19188,1003,0,17578,1000,0,16855,1000,No
CC-1536,50000,Male,High School,Married,48,0,26832,994,0,27395,1000,0,27940,1013,No
CC-1537,40000,Female,High School,Never Married,24,-1,25289,0,0,24435,0,0,2201,1329,No
CC-1538,120000,Female,High School,Married,27,-1,780,0,2,240,930,-1,630,300,No
CC-1539,130000,Female,University,Never Married,25,-1,776,776,-1,776,776,-1,776,12184,Yes
CC-1540,110000,Female,High School,Never Married,28,2,80446,3100,0,80006,3200,0,80421,3000,No
CC-1541,20000,Male,University,Never Married,22,0,9456,1000,0,10150,900,0,10727,2130,Yes
CC-1543,120000,Female,High School,Married,30,0,119599,4800,0,120888,4423,0,117881,4080,No
CC-1546,240000,Female,University,Married,44,-1,4267,2404,-1,2404,4243,-1,4243,2952,Yes
CC-1548,50000,Female,University,Never Married,23,0,28115,0,2,27529,3000,0,29896,896,No
CC-1549,500000,Female,Graduate School,Never Married,42,2,614,3000,-1,2887,4000,-1,3850,6000,Yes
CC-1550,110000,Female,University,Married,33,0,112510,4000,0,112319,4100,0,110730,4000,No
CC-1551,170000,Male,University,Married,48,0,99419,3934,0,101590,12030,0,111679,0,Yes
CC-1552,230000,Female,University,Married,29,0,31647,5000,0,34304,5000,0,36849,2000,No
CC-1553,20000,Female,High School,Others,47,0,12257,625,0,12685,1000,0,13306,405,No
CC-1555,110000,Male,Graduate School,Never Married,28,0,46292,1514,0,44744,1197,0,36243,982,No
CC-1557,50000,Male,Graduate School,Never Married,37,0,29700,1055,0,30167,1052,0,29613,1022,No
CC-1558,310000,Male,Graduate School,Married,50,-1,2456,316,-1,316,316,-1,316,316,No
CC-1559,50000,Female,High School,Married,31,2,40906,2000,2,42100,0,2,41269,1704,Yes
CC-1560,240000,Female,High School,Married,38,0,112272,4317,0,114779,4204,0,116920,4314,Yes
CC-1561,50000,Female,University,Married,48,0,14555,538,0,14860,541,0,15155,560,No
CC-1563,140000,Male,University,Never Married,44,0,109104,3823,0,109352,3806,0,101534,3511,No
CC-1564,30000,Female,High School,Married,56,2,24396,903,0,24907,1061,0,25555,942,No
CC-1565,300000,Female,Graduate School,Married,30,0,76244,2500,0,67747,3500,0,70389,87000,Yes
CC-1566,50000,Male,Graduate School,Never Married,29,0,3253,1000,0,3640,500,0,3512,1000,No
CC-1567,280000,Female,,Married,37,0,35126,1292,0,35759,7147,0,42317,1415,No
CC-1568,120000,Female,University,Never Married,23,0,77539,3000,0,77333,3000,0,79113,5000,No
CC-1569,30000,Female,Graduate School,Married,27,-1,6316,62,0,3107,0,0,0,1002,No
CC-1570,30000,Female,University,Never Married,23,0,20412,0,0,14427,5119,-1,5119,0,Yes
CC-1571,180000,Male,High School,Married,45,0,23306,1000,0,22780,1000,0,20890,1000,No
CC-1572,150000,Male,University,Married,33,0,12524,1700,0,13868,0,2,13502,1000,No
CC-1573,110000,Female,University,Married,40,2,37419,1535,0,38199,1545,0,38957,1500,No
CC-1574,50000,Male,Graduate School,Never Married,24,0,29300,1004,0,20703,10000,0,30101,2500,Yes
CC-1575,230000,Female,High School,Married,43,-1,3646,0,0,1823,1823,-1,1823,1823,No
CC-1576,230000,Female,University,Never Married,25,0,87654,4000,0,90172,3000,2,86850,3000,No
CC-1578,50000,Male,High School,Never Married,36,0,19843,369,0,18440,365,0,18272,1088,No
CC-1579,210000,Female,Graduate School,Married,36,-1,5619,4090,-1,4090,581,-1,581,0,No
CC-1580,120000,Female,University,Married,38,-1,820,2870,-1,2870,970,-1,970,820,No
CC-1581,240000,Female,University,Married,42,2,49049,30000,0,57178,10000,0,42009,10000,No
CC-1582,20000,Male,High School,Others,47,0,19464,700,0,18126,1600,0,18827,0,No
CC-1583,50000,Female,High School,Never Married,40,0,8292,307,0,8465,325,0,8650,436,No
CC-1584,50000,Female,Graduate School,Never Married,70,0,17793,700,0,18224,674,0,18612,608,No
CC-1585,50000,Female,University,Married,32,0,12305,2000,0,6436,0,0,0,0,No
CC-1586,100000,Male,High School,Never Married,52,0,10793,0,0,5309,900,-1,900,500,No
CC-1588,550000,Male,Graduate School,Never Married,31,0,32723,1005,0,26946,1107,0,26439,1019,No
CC-1589,450000,Female,University,Never Married,36,-1,1530,1234,-1,1232,201,-1,201,3,No
CC-1590,80000,Female,University,Married,50,0,48753,2000,0,50000,1933,0,49209,1700,No
CC-1591,50000,Female,High School,Married,48,0,8588,1000,0,9291,2000,0,11127,2000,No
CC-1592,50000,Female,University,Never Married,33,0,49819,702,0,19324,1101,0,20103,529,No
CC-1593,180000,Male,University,Married,44,0,70238,5000,0,73296,2595,0,73369,3000,No
CC-1596,480000,Female,University,Married,35,-1,188956,0,2,179179,9000,0,181746,50000,No
CC-1598,110000,Female,Graduate School,Never Married,29,0,106665,3500,0,92417,9500,0,90730,9600,No
CC-1599,240000,Male,Graduate School,Never Married,30,0,15214,21,0,9107,3637,0,5621,7008,No
CC-1600,50000,Male,Graduate School,Never Married,33,0,8585,500,0,8797,500,0,9001,490,Yes
CC-1601,120000,Male,University,Never Married,27,-1,2439,2439,-1,2439,2116,-1,2116,0,No
CC-1603,100000,Female,High School,Never Married,53,0,58653,2283,0,59477,2334,0,60695,2290,No
CC-1607,160000,Male,Graduate School,Married,51,0,82277,4000,0,84955,4000,0,87549,4000,Yes
CC-1608,270000,Female,Graduate School,Married,37,-1,3691,3445,-1,3445,56264,-1,56264,953,Yes
CC-1609,390000,Female,University,Never Married,42,0,13859,250,0,10078,145,0,4635,94,No
CC-1610,210000,Female,University,Married,43,0,88508,0,2,85802,3500,0,85280,7000,No
CC-1611,30000,Female,University,Never Married,23,2,19610,3004,0,20591,8013,0,19472,0,No
CC-1612,300000,Female,High School,Married,30,0,16416,3972,-1,3972,2200,-1,2200,0,No
CC-1613,190000,Female,High School,Married,38,0,115674,11313,0,121313,5538,0,15538,18272,No
CC-1614,130000,Female,Graduate School,Married,35,-1,0,321,-1,321,0,-1,0,0,Yes
CC-1615,360000,Male,University,Married,44,0,149758,0,2,147152,5000,0,149460,5000,No
CC-1619,190000,Female,University,Never Married,25,0,93,159212,-1,158481,5800,0,161866,5500,No
CC-1620,90000,Female,University,Never Married,33,-1,55970,5000,0,59612,1800,0,40281,1200,Yes
CC-1621,30000,Female,Graduate School,Never Married,26,-1,2462,1559,-1,3605,0,2,1559,3192,No
CC-1622,240000,Male,Graduate School,Never Married,29,0,183454,8000,0,180255,7000,0,184230,8000,No
CC-1623,40000,Female,Graduate School,Never Married,26,0,15624,600,0,15972,600,0,16308,1700,No
CC-1624,170000,Male,University,Never Married,36,-1,12654,25784,-1,25784,19950,-1,19950,200,No
CC-1625,180000,Male,Graduate School,Never Married,37,0,34004,2500,0,35792,1600,0,36645,2000,No
CC-1626,20000,Male,High School,Married,63,2,17128,0,2,16725,800,0,17263,772,Yes
CC-1627,150000,Female,High School,Married,48,0,40953,2000,0,42136,2000,0,43279,2000,No
CC-1628,50000,Female,University,Married,47,0,3913,296,0,4146,296,0,4225,301,Yes
CC-1629,140000,Female,High School,Married,31,2,94623,1900,2,94952,4700,2,95234,0,No
CC-1630,50000,Male,High School,Never Married,31,0,38286,0,2,37543,1546,0,0,0,No
CC-1631,200000,Male,Graduate School,Never Married,34,0,95859,4524,0,99593,3084,0,101834,3242,No
CC-1632,100000,Female,Graduate School,Married,43,-1,27075,8423,-1,8423,37259,-1,37259,16751,No
CC-1633,250000,Female,Graduate School,Never Married,32,0,10875,3336,-1,3328,1460,-1,1460,1000,No
CC-1635,170000,Female,University,Married,50,0,65479,2998,0,61234,39321,0,42484,1390,No
CC-1636,80000,Male,High School,Never Married,29,0,49356,2000,0,50560,1767,0,51431,1740,No
CC-1637,50000,Male,University,Married,49,0,59469,1004,0,20239,1600,0,20059,700,No
CC-1638,30000,Female,High School,Never Married,40,2,24514,909,0,25030,944,0,25557,4642,No
CC-1639,70000,Female,Graduate School,Never Married,34,0,34045,1500,0,34995,1725,0,36025,0,Yes
CC-1640,30000,Female,High School,Married,47,-1,696,0,-1,0,696,-1,696,696,No
CC-1641,200000,Male,Graduate School,Married,34,-1,3098,1003,-1,805,2164,-1,2154,1210,No
CC-1643,20000,Male,University,Never Married,44,0,18357,1000,0,19155,204,0,10200,0,Yes
CC-1645,50000,Male,High School,Married,72,0,39710,1600,2,40519,1620,2,41324,0,Yes
CC-1646,50000,Male,University,Married,48,0,18825,1000,0,18019,700,0,18124,600,Yes
CC-1647,50000,Female,Graduate School,Never Married,27,2,38387,5000,2,42764,0,2,41926,5000,Yes
CC-1648,220000,Male,University,Married,44,0,176900,6000,0,118965,60000,0,172907,7000,No
CC-1650,50000,Male,Graduate School,Married,40,0,8965,500,0,6652,1000,0,7385,400,No
CC-1651,500000,Female,Graduate School,Married,45,-1,18339,0,-1,-3876,20000,-1,15586,18000,No
CC-1652,170000,Male,Graduate School,Never Married,26,-1,1591,3524,-1,3524,8545,-1,8545,1485,No
CC-1655,50000,Male,University,Never Married,30,0,19823,1500,0,13645,1000,0,10876,1500,No
CC-1657,150000,Female,Graduate School,Never Married,29,0,64468,4000,0,66488,4000,0,58131,3500,Yes
CC-1658,50000,Male,Graduate School,Never Married,28,0,42419,1572,0,43307,1580,0,44167,1637,No
CC-1660,20000,Female,High School,Never Married,22,0,0,1367,-1,2734,0,-1,0,0,No
CC-1661,50000,Female,High School,Married,55,2,47579,2000,0,47567,1900,0,48155,1900,No
CC-1662,30000,Female,University,Married,39,-1,223,223,-1,223,675,-1,675,10473,Yes
CC-1665,280000,Male,Graduate School,Married,40,-1,9564,22017,-1,22017,5220,-1,5220,1964,No
CC-1667,90000,Female,University,Married,36,2,51840,1750,2,52607,2200,2,53784,2000,No
CC-1668,200000,Male,University,Married,42,0,20023,0,2,19572,1099,2,19652,1339,Yes
CC-1670,20000,Male,High School,Never Married,40,3,15831,0,2,15438,2346,2,17371,0,No
CC-1671,50000,Male,University,Married,51,0,20661,2000,0,14528,2500,0,15544,3000,No
CC-1673,290000,Male,High School,Never Married,32,-1,1000,9948,-1,28661,8974,0,8976,175000,No
CC-1675,440000,Male,Graduate School,Married,37,-1,396,600,-1,600,3596,-1,3596,4095,No
CC-1676,50000,Male,University,Never Married,49,0,93880,10000,0,99418,3164,0,101392,2868,Yes
CC-1677,300000,Male,Graduate School,Never Married,31,-1,578,390,-1,390,1424,-1,1424,390,No
CC-1678,290000,Female,Graduate School,Married,50,0,78892,5000,0,81561,5000,0,83687,10000,No
CC-1679,390000,Male,University,Married,40,0,261498,4235,0,213003,1998,0,102423,25226,No
CC-1680,50000,Female,University,Never Married,24,0,27416,1010,0,27836,1100,0,28473,980,No
CC-1682,150000,Female,University,Never Married,29,0,2584,506,0,1371,0,0,0,0,No
CC-1683,50000,Male,Graduate School,Never Married,24,0,93436,1750,0,46733,5000,0,50925,2160,No
CC-1685,120000,Female,University,Never Married,30,0,18197,650,0,9032,4000,0,11951,1800,No
CC-1687,180000,Female,University,Married,28,0,89014,10000,0,91946,3200,0,93237,3100,No
CC-1688,20000,Male,Graduate School,Never Married,22,0,19600,500,0,20100,0,0,0,0,No
CC-1689,20000,Male,University,Never Married,23,0,17548,600,0,17992,4000,0,31150,4000,No
CC-1691,290000,Female,Graduate School,Never Married,24,-1,4940,96151,-1,93332,5500,0,96112,4000,No
CC-1694,190000,Female,University,Never Married,53,0,133516,5000,0,135008,5100,0,136486,5000,No
CC-1695,80000,Female,University,Never Married,25,0,89008,19523,0,93523,3288,0,80288,1570,Yes
CC-1696,250000,Male,High School,Married,47,-1,2560,2580,-1,2580,3699,-1,3699,0,No
CC-1697,20000,Male,University,Married,35,0,20427,1500,0,19377,900,0,19386,1000,Yes
CC-1698,180000,Female,High School,Married,45,-1,396,396,-1,396,396,-1,396,396,No
CC-1699,80000,Male,Graduate School,Never Married,25,-1,628,2395,-1,2395,0,2,930,601,No
CC-1700,300000,Male,Graduate School,Never Married,31,-1,12445,15113,0,24650,8369,-1,8339,3832,No
CC-1701,50000,Female,High School,Married,51,0,11241,0,0,-861,39500,-1,38040,1500,No
CC-1702,70000,Female,Graduate School,Married,40,0,28929,1007,0,29535,1028,0,28160,913,No
CC-1703,150000,Female,Graduate School,Never Married,30,0,34648,19800,0,24241,0,2,19339,5000,Yes
CC-1704,320000,Female,Graduate School,Never Married,29,-1,0,10000,-1,10000,200000,0,210000,0,No
CC-1705,60000,Female,Graduate School,Never Married,24,0,37311,1354,0,37428,1377,0,38187,1514,No
CC-1706,20000,Male,High School,Never Married,32,2,12619,0,2,12274,3000,0,15049,4000,Yes
CC-1707,230000,Male,Graduate School,Never Married,35,2,121464,5000,2,123740,0,2,120937,4500,No
CC-1708,310000,Female,University,Married,29,-1,72529,5000,0,76345,4000,0,79072,4000,No
CC-1709,230000,Female,Graduate School,Never Married,36,0,7465,0,0,6549,0,0,576,342,No
CC-1711,100000,Female,Graduate School,Never Married,30,0,51539,0,2,50583,2846,0,52588,1936,Yes
CC-1712,310000,Male,University,Married,64,0,10130,7958,-1,7958,0,-1,0,0,No
CC-1713,180000,Male,High School,Married,33,0,162775,15000,0,174719,7000,2,178651,0,Yes
CC-1714,390000,Female,Graduate School,Married,38,0,128701,5000,0,131529,6000,0,135242,5000,No
CC-1715,20000,Female,Graduate School,Never Married,26,-1,-150,900,-1,750,568,-1,568,1769,No
CC-1716,50000,Female,University,Married,26,0,18768,835,0,19182,726,0,19447,361,No
CC-1717,140000,Male,Graduate School,Never Married,29,0,100177,4000,0,100873,4000,0,98363,4000,No
CC-1718,170000,Male,Graduate School,Never Married,37,-1,1392,1606,-1,1606,9955,-1,9955,4382,Yes
CC-1720,50000,Female,High School,Married,40,0,7816,500,0,7859,400,0,7979,400,Yes
CC-1721,250000,Female,Graduate School,Never Married,36,0,141367,5000,0,133174,5000,0,136481,5018,No
CC-1722,90000,Male,Graduate School,Never Married,27,2,65233,2600,2,66637,2500,2,67882,2500,No
CC-1723,90000,Male,University,Married,44,0,47796,1800,0,48306,2083,0,49054,1827,Yes
CC-1724,160000,Female,Graduate School,Never Married,27,-1,15866,4168,-1,4168,2067,-1,2067,11826,No
CC-1725,360000,Male,University,Never Married,29,0,112940,10048,0,122122,10043,0,121547,5014,No
CC-1726,330000,Female,Graduate School,Never Married,26,0,43579,1000,0,28908,672,0,20777,1200,No
CC-1727,50000,Female,High School,Married,54,0,53936,1993,0,51740,1614,0,49043,1789,No
CC-1728,60000,Female,University,Married,42,0,18919,1000,0,16853,20000,0,29682,10000,Yes
CC-1729,10000,Female,High School,Never Married,42,-1,390,0,-1,0,780,-1,780,0,No
CC-1730,70000,Male,University,Married,41,2,35651,1500,0,36427,1500,0,37169,3000,No
CC-1732,250000,Female,University,Never Married,33,0,49625,3000,0,51500,0,0,0,94825,Yes
CC-1733,130000,Female,High School,Married,33,0,41771,1548,0,42648,1556,0,43495,1700,No
CC-1734,130000,Male,Graduate School,Never Married,27,0,17810,1000,0,11705,600,0,10007,2000,No
CC-1737,80000,Female,University,Never Married,29,0,67972,3000,0,66800,3000,0,68693,3000,Yes
CC-1738,380000,Male,Graduate School,Never Married,41,0,347754,12500,0,334891,12500,0,340728,12000,No
CC-1739,20000,Female,University,Never Married,23,0,14750,702,0,15215,1400,0,16209,0,Yes
CC-1740,20000,Male,University,Never Married,25,2,20355,10000,2,19980,25065,-1,3470,177,No
CC-1741,140000,Male,Graduate School,Married,54,0,74388,86417,0,92555,3936,0,86993,48390,Yes
CC-1742,180000,Male,Graduate School,Never Married,33,-1,0,3278,-1,3278,0,-1,0,4646,No
CC-1744,90000,Male,Graduate School,Never Married,32,-1,1443,257,-1,1677,0,2,1480,58,No
CC-1745,160000,Male,University,Never Married,29,-1,4203,5797,-1,5780,12589,-1,12575,6233,No
CC-1746,50000,Female,Graduate School,Never Married,22,0,10104,500,0,9208,1000,0,10075,500,No
CC-1748,250000,Female,University,Married,31,0,27677,63000,0,86250,2700,0,65710,2000,No
CC-1749,120000,Female,University,Never Married,24,-1,618,9614,-1,9614,39133,-1,39133,1500,No
CC-1750,120000,Female,Graduate School,Never Married,27,0,84177,3122,0,85945,3300,0,87813,3060,No
CC-1751,260000,Female,University,Married,40,0,77215,3500,0,79331,3605,0,81483,3750,No
CC-1752,10000,Male,University,Never Married,38,3,1050,0,3,1050,0,3,1050,0,Yes
CC-1754,60000,Female,University,Married,29,0,28609,1984,0,27660,1100,0,27059,1600,No
CC-1755,50000,Male,University,Never Married,27,0,19443,703,0,19849,750,0,20287,626,No
CC-1756,130000,Male,High School,Married,34,0,7106,1000,0,8106,1000,0,9106,598,No
CC-1757,130000,Male,Graduate School,Never Married,34,0,26952,1000,0,15852,0,0,0,0,No
CC-1759,80000,Female,University,Married,36,0,23624,870,0,23964,2096,0,25661,0,No
CC-1761,290000,Female,Graduate School,Married,33,-1,8537,25576,-1,25576,13475,-1,13475,6000,No
CC-1765,130000,Female,Graduate School,Never Married,26,2,22984,2000,2,24315,0,2,23155,2000,No
CC-1766,30000,Female,Graduate School,Never Married,27,0,26222,1000,0,26800,1200,0,27554,4271,Yes
CC-1767,20000,Female,Graduate School,Never Married,24,0,10029,900,0,10615,1000,0,11285,500,Yes
CC-1768,70000,Female,University,Never Married,26,0,8864,2000,0,9301,3000,0,10702,1500,No
CC-1769,200000,Male,Graduate School,Never Married,27,-1,10955,10435,-1,10435,1665,-1,1665,3765,No
CC-1770,50000,Female,University,Married,46,-1,6592,5396,-1,5085,1050,-1,1050,0,Yes
CC-1771,360000,Male,University,Married,56,-1,291,951,-1,951,2941,-1,2941,291,No
CC-1772,50000,Female,High School,Married,56,0,29093,1059,0,29306,1073,0,29506,1200,No
CC-1774,50000,Male,University,Never Married,25,0,8018,1000,0,8884,0,2,8593,1000,Yes
CC-1776,80000,Female,University,Married,37,2,17250,1500,2,18470,0,2,18023,1600,Yes
CC-1778,40000,Male,High School,Married,43,0,38314,1444,0,39141,1765,0,40231,1283,Yes
CC-1779,50000,Male,University,Never Married,26,0,5124,2000,0,6874,1000,0,7654,1979,No
CC-1780,80000,Male,High School,Married,48,0,26779,1069,0,25464,1100,0,25993,1110,No
CC-1782,30000,Female,High School,Married,48,0,26640,1500,0,25896,1500,0,25481,1500,No
CC-1783,160000,Male,University,Married,28,2,66020,2377,0,67386,2000,0,68336,1881,No
CC-1785,400000,Male,University,Married,34,0,60876,5000,0,65178,0,2,45933,5000,No
CC-1786,220000,Male,University,Married,60,-1,7161,1541,-1,1534,11304,-1,11248,483,Yes
CC-1787,40000,Female,University,Married,25,2,25936,0,2,25384,2100,2,26905,0,Yes
CC-1788,280000,Female,University,Never Married,27,0,108984,23,2,105275,20000,0,117635,3406,No
CC-1790,110000,Male,University,Never Married,26,0,47332,2000,0,45171,3000,0,47092,4006,No
CC-1791,180000,Female,Graduate School,Married,44,-1,30848,15520,-1,15520,558,-1,558,26733,No
CC-1792,200000,Female,Graduate School,Never Married,26,0,14973,7000,0,20542,8000,0,15810,4000,No
CC-1793,390000,Female,Graduate School,Never Married,33,0,82747,2003,0,44143,3001,0,38488,3000,No
CC-1794,400000,Female,Graduate School,Never Married,29,0,7310,3000,0,9943,3000,0,12849,6100,No
CC-1795,120000,Female,High School,Never Married,37,-1,776,776,-1,776,776,-1,776,776,Yes
CC-1797,280000,Male,University,Married,33,0,185925,7016,0,188224,6753,0,186529,6008,No
CC-1798,230000,Female,Graduate School,Never Married,27,0,60137,3035,0,62035,3034,0,64034,3101,No
CC-1799,280000,Female,Graduate School,Married,36,-1,41652,9031,-1,9031,14106,-1,14106,6680,No
CC-1800,130000,Male,High School,Never Married,28,0,132336,6000,0,132614,5500,0,132208,6000,No
CC-1801,160000,Female,University,Married,35,-1,776,1172,-1,1172,380,-1,380,776,Yes
CC-1802,120000,Male,High School,Married,47,-1,1051,291,-1,291,671,-1,671,1051,No
CC-1803,300000,Female,High School,Married,31,-1,331,0,-1,-1,200,-1,199,0,No
CC-1805,450000,Male,Graduate School,Never Married,31,-1,6271,2135,-1,2135,2546,-1,2546,4877,Yes
CC-1807,100000,Female,University,Married,58,0,101301,3582,0,101451,5000,0,99319,4133,No
CC-1808,150000,Female,University,Never Married,27,0,24949,2300,0,26846,1000,0,26908,1300,No
CC-1809,140000,Male,University,Never Married,35,0,64656,1864,0,65341,1895,0,66277,1883,No
CC-1810,500000,Female,Graduate School,Never Married,46,-1,104734,41018,-1,41018,6258,-1,6258,70356,No
CC-1811,20000,Male,University,Never Married,36,0,10148,2000,0,6979,1500,0,8353,500,No
CC-1812,50000,Male,University,Never Married,53,0,20017,705,0,20146,728,0,20221,690,No
CC-1813,100000,Male,University,Never Married,39,0,83649,3000,0,59993,4000,0,62813,3000,Yes
CC-1814,200000,Female,University,Never Married,27,0,145423,5400,0,146202,5700,0,144685,9101,No
CC-1815,150000,Female,University,Never Married,37,0,78890,3500,0,75240,3000,0,75639,4000,No
CC-1816,80000,Male,Graduate School,Never Married,23,-1,48089,38,2,44789,4,2,30423,70,No
CC-1817,160000,Male,Graduate School,Married,40,-1,3100,2123,-1,2123,4899,-1,4899,3165,No
CC-1818,180000,Female,University,Married,44,-1,0,2311,-1,2311,2542,-1,2194,236,No
CC-1819,270000,Female,Graduate School,Married,32,0,58839,0,0,21334,19080,-1,19080,133504,No
CC-1820,180000,Female,Graduate School,Never Married,41,0,22349,3322,-1,2974,0,-1,0,2633,No
CC-1821,120000,Male,Graduate School,Married,54,-1,1878,0,0,390,930,-1,930,0,Yes
CC-1822,110000,Female,Graduate School,Never Married,29,0,32489,3000,0,26354,3000,0,20221,1000,No
CC-1824,200000,Female,High School,Never Married,30,0,161469,4625,0,104232,50086,0,151726,5458,No
CC-1825,70000,Female,High School,Married,23,-1,2216,1348,-1,1348,29873,-1,29873,1000,No
CC-1826,360000,Female,University,Never Married,30,-1,150,205000,0,205150,0,0,0,0,No
CC-1827,260000,Female,,Married,35,0,452162,9279,0,258010,6078,0,221780,0,Yes
CC-1828,50000,Male,High School,Married,32,0,18891,1001,0,19443,1000,0,19478,707,No
CC-1829,380000,Female,University,Married,39,0,38875,1000,0,17876,3000,0,13313,10024,No
CC-1831,20000,Male,High School,Married,38,-1,390,0,-1,0,780,-1,780,0,Yes
CC-1833,460000,Male,Graduate School,Never Married,32,0,368365,15000,0,377858,15000,0,362132,20000,No
CC-1834,60000,Male,High School,Never Married,24,0,30627,1000,2,30203,1500,0,28648,1200,No
CC-1835,200000,Female,Graduate School,Married,35,-1,3300,1920,-1,1920,2731,-1,2731,0,No
CC-1836,50000,Female,University,Never Married,37,2,16684,1600,2,18017,0,2,17581,3000,Yes
CC-1837,20000,Female,Graduate School,Never Married,22,0,11973,455,0,9517,1500,0,6799,2200,No
CC-1838,290000,Female,University,Married,40,0,148812,1820,0,53157,2000,0,47998,2000,Yes
CC-1839,110000,Female,University,Never Married,36,0,74171,8300,0,70012,5000,0,62256,5000,No
CC-1840,160000,Female,High School,Married,51,2,147955,0,2,145488,12000,2,155041,0,Yes
